Module	Section	Sample Name	Source
Bowtie 2 / HiSAT2	all_sections	TEAD1-1_bowtie2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/03_aligned/TEAD1-1_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	TEAD1-2_bowtie2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/03_aligned/TEAD1-2_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	TEAD1-3_bowtie2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/03_aligned/TEAD1-3_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	TES-1_bowtie2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/03_aligned/TES-1_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	TES-2_bowtie2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/03_aligned/TES-2_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	TES-3_bowtie2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/03_aligned/TES-3_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	TESmut-1_bowtie2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-1_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	TESmut-2_bowtie2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-2_bowtie2.log
Bowtie 2 / HiSAT2	all_sections	TESmut-3_bowtie2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-3_bowtie2.log
Cutadapt	all_sections	IggMs_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/IggMs_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	IggMs_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/IggMs_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	IggRb_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/IggRb_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	IggRb_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/IggRb_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TEAD1-1_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-1_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TEAD1-1_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-1_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TEAD1-2_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-2_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TEAD1-2_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-2_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TEAD1-3_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-3_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TEAD1-3_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-3_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TES-1_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-1_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TES-1_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-1_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TES-2_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-2_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TES-2_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-2_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TES-3_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-3_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TES-3_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-3_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TESmut-1_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-1_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TESmut-1_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-1_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TESmut-2_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-2_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TESmut-2_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-2_R2_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TESmut-3_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-3_R1_001.fastq.gz_trimming_report.txt
Cutadapt	all_sections	TESmut-3_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-3_R2_001.fastq.gz_trimming_report.txt
FastQC	all_sections	IggMs_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/IggMs_R1_001_fastqc.zip
FastQC	all_sections	IggMs_R1_001_val_1	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/IggMs_R1_001_val_1_fastqc.zip
FastQC	all_sections	IggMs_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/IggMs_R2_001_fastqc.zip
FastQC	all_sections	IggMs_R2_001_val_2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/IggMs_R2_001_val_2_fastqc.zip
FastQC	all_sections	IggRb_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/IggRb_R1_001_fastqc.zip
FastQC	all_sections	IggRb_R1_001_val_1	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/IggRb_R1_001_val_1_fastqc.zip
FastQC	all_sections	IggRb_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/IggRb_R2_001_fastqc.zip
FastQC	all_sections	IggRb_R2_001_val_2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/IggRb_R2_001_val_2_fastqc.zip
FastQC	all_sections	TEAD1-1_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TEAD1-1_R1_001_fastqc.zip
FastQC	all_sections	TEAD1-1_R1_001_val_1	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-1_R1_001_val_1_fastqc.zip
FastQC	all_sections	TEAD1-1_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TEAD1-1_R2_001_fastqc.zip
FastQC	all_sections	TEAD1-1_R2_001_val_2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-1_R2_001_val_2_fastqc.zip
FastQC	all_sections	TEAD1-2_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TEAD1-2_R1_001_fastqc.zip
FastQC	all_sections	TEAD1-2_R1_001_val_1	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-2_R1_001_val_1_fastqc.zip
FastQC	all_sections	TEAD1-2_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TEAD1-2_R2_001_fastqc.zip
FastQC	all_sections	TEAD1-2_R2_001_val_2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-2_R2_001_val_2_fastqc.zip
FastQC	all_sections	TEAD1-3_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TEAD1-3_R1_001_fastqc.zip
FastQC	all_sections	TEAD1-3_R1_001_val_1	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-3_R1_001_val_1_fastqc.zip
FastQC	all_sections	TEAD1-3_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TEAD1-3_R2_001_fastqc.zip
FastQC	all_sections	TEAD1-3_R2_001_val_2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TEAD1-3_R2_001_val_2_fastqc.zip
FastQC	all_sections	TES-1_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TES-1_R1_001_fastqc.zip
FastQC	all_sections	TES-1_R1_001_val_1	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-1_R1_001_val_1_fastqc.zip
FastQC	all_sections	TES-1_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TES-1_R2_001_fastqc.zip
FastQC	all_sections	TES-1_R2_001_val_2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-1_R2_001_val_2_fastqc.zip
FastQC	all_sections	TES-2_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TES-2_R1_001_fastqc.zip
FastQC	all_sections	TES-2_R1_001_val_1	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-2_R1_001_val_1_fastqc.zip
FastQC	all_sections	TES-2_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TES-2_R2_001_fastqc.zip
FastQC	all_sections	TES-2_R2_001_val_2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-2_R2_001_val_2_fastqc.zip
FastQC	all_sections	TES-3_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TES-3_R1_001_fastqc.zip
FastQC	all_sections	TES-3_R1_001_val_1	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-3_R1_001_val_1_fastqc.zip
FastQC	all_sections	TES-3_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TES-3_R2_001_fastqc.zip
FastQC	all_sections	TES-3_R2_001_val_2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/02_trimmed/TES-3_R2_001_val_2_fastqc.zip
FastQC	all_sections	TESmut-1_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TESmut-1_R1_001_fastqc.zip
FastQC	all_sections	TESmut-1_R1_001_val_1	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-1_R1_001_val_1_fastqc.zip
FastQC	all_sections	TESmut-1_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TESmut-1_R2_001_fastqc.zip
FastQC	all_sections	TESmut-1_R2_001_val_2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-1_R2_001_val_2_fastqc.zip
FastQC	all_sections	TESmut-2_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TESmut-2_R1_001_fastqc.zip
FastQC	all_sections	TESmut-2_R1_001_val_1	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-2_R1_001_val_1_fastqc.zip
FastQC	all_sections	TESmut-2_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TESmut-2_R2_001_fastqc.zip
FastQC	all_sections	TESmut-2_R2_001_val_2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-2_R2_001_val_2_fastqc.zip
FastQC	all_sections	TESmut-3_R1_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TESmut-3_R1_001_fastqc.zip
FastQC	all_sections	TESmut-3_R1_001_val_1	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-3_R1_001_val_1_fastqc.zip
FastQC	all_sections	TESmut-3_R2_001	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/01_fastqc/TESmut-3_R2_001_fastqc.zip
FastQC	all_sections	TESmut-3_R2_001_val_2	/beegfs/scratch/ric.sessa/kubacki.michal/SRF_Eva_top/SRF_Eva_CUTandTAG/results/Legacy/TESmut-3_R2_001_val_2_fastqc.zip
