Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
TES-3_R1_001	TES-3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69142383.0	10.3 Gbp	0.0	150.0	51.0	28.58888288685446	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	fail
TES-3_R1_001_val_1	TES-3_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	69079696.0	6.8 Gbp	0.0	20-150	50.0	28.590751147078773	98.91341142410354	92	pass	pass	fail	pass	fail	warn	pass	warn	fail	pass	pass
TES-3_R2_001	TES-3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	69142383.0	10.3 Gbp	0.0	150.0	52.0	27.72191690077104	150.0	150	pass	pass	warn	pass	fail	pass	pass	pass	fail	pass	fail
TES-3_R2_001_val_2	TES-3_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	69079696.0	6.8 Gbp	0.0	20-150	50.0	27.700920167242117	98.98048197114244	92	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
TESmut-1_R1_001	TESmut-1_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68515115.0	10.2 Gbp	0.0	150.0	52.0	19.991873259317835	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	fail
TESmut-1_R1_001_val_1	TESmut-1_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	68436639.0	7 Gbp	0.0	20-150	51.0	19.97451473818108	102.88987002269354	97	pass	pass	fail	pass	fail	warn	pass	warn	fail	pass	pass
TESmut-1_R2_001	TESmut-1_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	68515115.0	10.2 Gbp	0.0	150.0	52.0	19.299888732366043	150.0	150	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	fail
TESmut-1_R2_001_val_2	TESmut-1_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	68436639.0	7 Gbp	0.0	20-150	51.0	19.264008894073733	102.95251501903827	97	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
TESmut-2_R1_001	TESmut-2_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66652695.0	9.9 Gbp	0.0	150.0	51.0	18.501956273739886	150.0	150	pass	pass	fail	pass	fail	warn	pass	pass	fail	pass	fail
TESmut-2_R1_001_val_1	TESmut-2_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66598179.0	6.7 Gbp	0.0	20-150	50.0	18.494954204286184	101.69120796080625	97	pass	pass	fail	pass	fail	fail	pass	warn	fail	pass	pass
TESmut-2_R2_001	TESmut-2_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	66652695.0	9.9 Gbp	0.0	150.0	52.0	17.764808322793993	150.0	150	pass	pass	warn	pass	fail	warn	pass	pass	fail	pass	fail
TESmut-2_R2_001_val_2	TESmut-2_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	66598179.0	6.7 Gbp	0.0	20-150	50.0	17.735702400106458	101.74284814904624	97	pass	pass	pass	pass	fail	fail	pass	warn	fail	pass	pass
TESmut-3_R1_001	TESmut-3_R1_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91417874.0	13.7 Gbp	0.0	150.0	53.0	18.97615913446115	150.0	150	pass	warn	fail	pass	fail	pass	pass	pass	fail	warn	fail
TESmut-3_R1_001_val_1	TESmut-3_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	91222374.0	8 Gbp	0.0	20-150	50.0	18.999647153711624	88.58488540870466	77	pass	pass	fail	pass	fail	fail	pass	warn	fail	pass	pass
TESmut-3_R2_001	TESmut-3_R2_001.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	91417874.0	13.7 Gbp	0.0	150.0	53.0	18.732175888243578	150.0	150	pass	pass	warn	pass	fail	pass	pass	pass	fail	warn	fail
TESmut-3_R2_001_val_2	TESmut-3_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	91222374.0	8 Gbp	0.0	20-150	50.0	18.71775495467139	88.67454457499647	77	pass	pass	pass	pass	fail	fail	pass	warn	fail	pass	pass
