"","seqnames","start","end","width","strand","Conc","Conc_TES","Conc_TEAD1","Fold","p.value","FDR"
"2907","10",79157519,79157919,401,"*",8.09591878917776,5.15864902199198,8.99852877313233,-3.83987975114035,1.85857420513864e-35,6.61239400539325e-33
"23361","8",128183167,128183567,401,"*",8.21991320340745,5.46955070318827,9.10851927699704,-3.63896857380876,2.03140016562158e-35,7.12826666336471e-33
"13077","22",45518609,45519009,401,"*",7.45412768306013,4.23806525636912,8.37433408208964,-4.13626882572052,2.73012353224036e-35,9.45065464890122e-33
"4135","11",113553226,113553626,401,"*",7.22541622520101,3.34285066214989,8.17566047111042,-4.83280980896053,3.73040467468008e-35,1.27410728195473e-32
"23911","9",37472366,37472766,401,"*",7.70831188294775,4.76780309470733,8.61114779661496,-3.84334470190763,5.88169449936169e-35,1.98244060915328e-32
"18860","6",35425242,35425642,401,"*",8.8973735128609,6.56101084553966,9.74696538207035,-3.18595453653069,1.05819381910229e-34,3.52034972339276e-32
"3696","11",69420522,69420922,401,"*",7.8647051147607,5.11600443682544,8.75317770837178,-3.63717327154634,1.08525068320802e-34,3.56407455141752e-32
"376","1",59128775,59129175,401,"*",8.48271008534638,5.92691394588985,9.35449824286619,-3.42758429697633,1.13132932692479e-34,3.6683711441146e-32
"24425","9",106892663,106893063,401,"*",6.92772719632044,3.03307133156733,7.87839385237582,-4.84532252080849,1.22099054620291e-34,3.90961172894173e-32
"14948","3",192879717,192880117,401,"*",7.88449209415306,5.14884029970466,8.77191078813845,-3.62307048843379,1.66984659427003e-34,5.28083831590383e-32
"2886","10",77416389,77416789,401,"*",7.62734566507825,4.75657029000067,8.52519540552065,-3.76862511551998,1.94231323516352e-34,6.06759705267666e-32
"4409","12",10031738,10032138,401,"*",7.03853161515906,2.78227732035854,8.00028184983336,-5.21800452947482,2.46180191390284e-34,7.59777323211267e-32
"13450","3",44048319,44048719,401,"*",7.6392375835202,4.76629181954553,8.53724644139859,-3.77095462185305,4.47426665770101e-34,1.35641795742699e-31
"2080","1",244164018,244164418,401,"*",7.31382902732908,3.53218960871519,8.26040032221493,-4.72821071349974,4.50091842525353e-34,1.35641795742699e-31
"22590","8",73202788,73203188,401,"*",7.91106655851664,5.26598971638894,8.79087841968964,-3.5248887033007,6.66533877126296e-34,1.98534090656595e-31
"15944","4",121784980,121785380,401,"*",7.63105206226057,4.63122190446568,8.53793133434446,-3.90670942987878,7.31973696837202e-34,2.15519979519331e-31
"20729","7",32115740,32116140,401,"*",7.54731663803544,4.08059846451773,8.48054850471022,-4.39995004019249,8.91654600796554e-34,2.59552548340961e-31
"15106","4",15452017,15452417,401,"*",7.12802640658437,2.77355919792937,8.09232529238048,-5.31876609445111,1.00452170645003e-33,2.89121663285663e-31
"9977","2",43086466,43086866,401,"*",7.94697205942957,4.91763597978183,8.85579734574998,-3.93816136596816,1.36932502199152e-33,3.8974033070372e-31
"19013","6",52424014,52424414,401,"*",7.44517489535765,3.85279725081374,8.38409588530845,-4.53129863449471,4.43748518377736e-33,1.2491276974466e-30
"6116","13",113897140,113897540,401,"*",7.02048372563591,3.56619220711101,7.95312430571412,-4.38693209860311,6.14303943379956e-33,1.71043584930662e-30
"4799","12",56591976,56592376,401,"*",7.33074592835213,4.2318134225898,8.24399692248664,-4.01218349989684,8.00999389142103e-33,2.20627960777033e-30
"8511","17",83109749,83110149,401,"*",8.01487623484026,4.85525669514807,8.93180557242451,-4.07654887727644,1.06006665126537e-32,2.88879439774615e-30
"23910","9",37415018,37415418,401,"*",8.24559571080396,5.54827207043732,9.1298585161772,-3.58158644573987,1.13284230958209e-32,3.05461985286892e-30
"21802","7",137508741,137509141,401,"*",7.14585216164522,3.97339182444085,8.06353900018922,-4.09014717574838,1.54826576499781e-32,4.13128914960249e-30
"18793","6",22877881,22878281,401,"*",7.54165903079413,4.79101056664929,8.43028805667572,-3.63927749002644,1.64676047634959e-32,4.3488058105331e-30
"8596","18",8800502,8800902,401,"*",7.98060993291556,5.12535893086326,8.87731401258985,-3.75195508172659,1.71668978006557e-32,4.48721687817955e-30
"24308","9",92970393,92970793,401,"*",8.35481284981389,5.77190810625197,9.22909475327649,-3.45718664702452,3.04618257814592e-32,7.88192049715008e-30
"17073","5",66454525,66454925,401,"*",7.44894877495952,4.36623953668231,8.36118831282397,-3.99494877614167,3.74295898301972e-32,9.58796373090331e-30
"3481","11",28836258,28836658,401,"*",8.57588120794795,6.35402502325876,9.41231811387142,-3.05829309061266,4.52552185271325e-32,1.14777987900101e-29
"4386","12",6053549,6053949,401,"*",7.42837888625481,4.15656310886672,8.3516919730598,-4.19512886419309,4.62551067863145e-32,1.16163805435121e-29
"9088","18",73688896,73689296,401,"*",7.0284138075716,3.31888292273753,7.97219273697796,-4.65330981424043,5.86615051368976e-32,1.45890593746288e-29
"15034","4",7861393,7861793,401,"*",7.69920469230078,4.59470052500943,8.6128002798137,-4.01809975480428,8.88794572287363e-32,2.18916940035703e-29
"14847","3",188594158,188594558,401,"*",7.32095908555386,3.68316767950825,8.26181214305903,-4.57864446355078,9.50744804637735e-32,2.31945513481907e-29
"7893","17",835349,835749,401,"*",8.06437076525437,5.77621580205939,8.90856582851247,-3.13235002645308,1.14363107553017e-31,2.76370317271517e-29
"24362","9",98223231,98223631,401,"*",6.99841435032786,3.42537811469722,7.93649302923022,-4.511114914533,1.38351815504389e-31,3.31216832332751e-29
"19408","6",105608913,105609313,401,"*",8.54906741820264,6.08414788938346,9.41211153905633,-3.32796364967287,1.40529137850695e-31,3.33314295850315e-29
"17515","5",93078439,93078839,401,"*",8.04597154873349,5.41801474603076,8.92428644300935,-3.50627169697859,1.9128779952737e-31,4.49543878228725e-29
"5679","13",44714095,44714495,401,"*",7.20728669753996,3.93602398942798,8.1305695842921,-4.19454559486412,1.95974649413589e-31,4.56371510852592e-29
"16976","5",57837611,57838011,401,"*",7.45508534447413,4.3388815480707,8.36939994299047,-4.03051839491977,4.25452406461694e-31,9.81836832785834e-29
"11935","2",234981295,234981695,401,"*",8.60613336484608,5.73900418767491,9.50371521295855,-3.76471102528364,6.01924879515617e-31,1.37668818872072e-28
"5835","13",72291301,72291701,401,"*",7.02940759414496,3.55096780445327,7.96319233238219,-4.41222452792892,6.73899561769391e-31,1.52766470568891e-28
"3314","11",8917448,8917848,401,"*",7.44096537464106,4.45151114483879,8.34715017043983,-3.89563902560104,8.98697069366603e-31,2.01938808148201e-28
"164","1",26239972,26240372,401,"*",7.53721231890354,4.69294712070029,8.43309763479023,-3.74015051408993,9.38086291860324e-31,2.08956682193861e-28
"12486","20",51910705,51911105,401,"*",8.21816805832594,5.91727043012936,9.06380920959115,-3.14653877946179,1.16483891568098e-30,2.5722856606969e-28
"2587","10",58963800,58964200,401,"*",7.23919617965355,3.98583407127628,8.16149499017091,-4.17566091889463,1.65719149372913e-30,3.62825788917652e-28
"10172","2",62654408,62654808,401,"*",7.39278702398363,4.35989136913473,8.30184422213654,-3.94195285300181,1.92964097166877e-30,4.18895619748026e-28
"24555","9",120366633,120367033,401,"*",6.60235245756741,1.97504325161315,7.5728664343633,-5.59782318275014,2.42731079893864e-30,5.22504146433715e-28
"20622","7",23713841,23714241,401,"*",7.44239856223759,4.65597420815257,8.33386066648588,-3.67788645833331,2.78383757405493e-30,5.94256527474925e-28
"21300","7",92025272,92025672,401,"*",7.52074852484751,4.88611733023533,8.39964932297274,-3.51353199273741,2.97070416852295e-30,6.28905437858544e-28
"1333","1",171909751,171910151,401,"*",7.00998390466099,3.32300071649502,7.95285949561768,-4.62985877912265,3.45044101233429e-30,7.24479483376682e-28
"20547","7",18778447,18778847,401,"*",7.19869356432747,4.22872714499321,8.10355951484864,-3.87483236985542,4.23280635704855e-30,8.81524940180127e-28
"24324","9",94922245,94922645,401,"*",7.79779348669465,5.28638837723271,8.66538579793783,-3.37899742070512,5.03045722678486e-30,1.03919509936549e-27
"12355","20",33909552,33909952,401,"*",8.09995249666017,5.86946955410669,8.93742158504419,-3.0679520309375,5.26992070105484e-30,1.07995430942577e-27
"18558","6",11277234,11277634,401,"*",6.82465910727875,3.30910860965094,7.76016355345609,-4.45105494380515,6.72265723094157e-30,1.36672688593492e-27
"10121","2",55156065,55156465,401,"*",8.07343386064703,5.34188244135298,8.96051925243262,-3.61863681107964,9.12983496662202e-30,1.84149490161409e-27
"16975","5",57825119,57825519,401,"*",7.17270956914711,4.05439627311393,8.08715315160131,-4.03275687848738,1.01942198281186e-29,2.04011824310223e-27
"4269","11",126645227,126645627,401,"*",7.06473839933642,3.86709614190476,7.98389020067861,-4.11679405877385,1.10138921962428e-29,2.18706870154228e-27
"7349","15",92510209,92510609,401,"*",7.41534288297725,4.34285066214989,8.32693919978217,-3.98408853763228,1.50717590424863e-29,2.96983215101792e-27
"16977","5",57841660,57842060,401,"*",7.35155464376871,3.80052271949043,8.28866059903697,-4.48813787954654,1.58995934970017e-29,3.10903806884883e-27
"13396","3",37936300,37936700,401,"*",7.71175721658249,4.86422330366413,8.60788684787532,-3.74366354421119,1.63446271028214e-29,3.17184824140812e-27
"6817","15",38894401,38894801,401,"*",7.52124919453682,4.39211175591222,8.43635147354965,-4.04423971763744,2.61351290176729e-29,5.03366514974968e-27
"5302","12",110039031,110039431,401,"*",7.88850570972277,5.50711224707414,8.74296108341572,-3.23584883634158,3.49517540883566e-29,6.67030005512484e-27
"4759","12",50187159,50187559,401,"*",6.84321131920521,3.56570845015611,7.76683423942773,-4.20112578927161,3.51534395472304e-29,6.67030005512484e-27
"5459","13",27403167,27403567,401,"*",7.30933468863329,4.40311843333288,8.20975083585421,-3.80663240252133,3.69211871664777e-29,6.95421419453303e-27
"17226","5",74186585,74186985,401,"*",7.29329110147278,4.40399937868,8.19249011238986,-3.78849073370986,3.8607236178237e-29,7.21292180248012e-27
"25104","X",46327508,46327908,401,"*",8.39870362088342,6.16874295042815,9.23611041627037,-3.06736746584222,3.88578704224804e-29,7.21292180248012e-27
"6269","14",37122215,37122615,401,"*",6.54700218258214,2.64824692047407,7.49781123349056,-4.8495643130165,4.47533258033743e-29,8.24749060272831e-27
"4850","12",64088419,64088819,401,"*",6.67307108538022,2.92400200231159,7.61839904670696,-4.69439704439537,5.0207421281003e-29,9.18652359667266e-27
"856","1",101174813,101175213,401,"*",7.6159463331007,5.05478489498067,8.48823211999205,-3.43344722501138,5.91098466504454e-29,1.07387080269348e-26
"17773","5",120354191,120354591,401,"*",6.47191198637984,2.23221772525787,7.43321466481617,-5.2009969395583,6.2903660528201e-29,1.13474659724676e-26
"340","1",54904541,54904941,401,"*",7.325149060592,4.51625736735884,8.21835200206662,-3.70209463470778,6.65314930854741e-29,1.19179771110315e-26
"13332","3",30659333,30659733,401,"*",6.57630308562028,2.51034996799455,7.53257752113106,-5.02222755313651,2.12335154745994e-28,3.77720647498151e-26
"7016","15",58469942,58470342,401,"*",7.09661044229869,4.07350555303786,8.00502828654704,-3.93152273350919,2.35190939987142e-28,4.15493180600733e-26
"7438","16",2835776,2836176,401,"*",7.99058080325618,4.70289022259726,8.91475554191201,-4.21186531931475,2.58467214578019e-28,4.53486038947296e-26
"16399","4",183118586,183118986,401,"*",8.16446452528733,5.5402331740872,9.04245110039904,-3.50221792631184,3.73474229550518e-28,6.50810603004495e-26
"21911","7",149233617,149234017,401,"*",7.02641045535181,3.26290892032178,7.97229295535318,-4.7093840350314,6.3949658381663e-28,1.10684760074641e-25
"13890","3",102733802,102734202,401,"*",7.27842565693147,3.4536577977015,8.22659914184213,-4.77294134414063,7.78968036681372e-28,1.33919766628389e-25
"8624","18",9643539,9643939,401,"*",7.60435447065986,4.91194105742463,8.48820637451361,-3.57626531708899,8.17525864870433e-28,1.3961161703014e-25
"20018","6",144953933,144954333,401,"*",7.78697711578491,5.29931406889373,8.65226658647146,-3.35295251757773,8.54940560899536e-28,1.45034155019884e-25
"24077","9",76654637,76655037,401,"*",6.77169719813808,2.93330609407643,7.72036654241844,-4.78706044834201,8.89408558835201e-28,1.49888747652122e-25
"9092","18",74316793,74317193,401,"*",7.14176327960485,3.85745417143546,8.06575531570574,-4.20830114427028,9.14937896649366e-28,1.53183327846864e-25
"7744","16",66240977,66241377,401,"*",7.24989944793413,4.40788157471685,8.14561644525518,-3.73773487053833,1.40136164323374e-27,2.33099219825165e-25
"6253","14",34223528,34223928,401,"*",7.2404414150481,4.15298938899429,8.15297789784529,-3.99998850885099,1.4457908573548e-27,2.3893792646452e-25
"4934","12",69052991,69053391,401,"*",6.86585938011786,3.66912502080281,7.78495883309092,-4.11583381228811,1.53984316828579e-27,2.52413065530081e-25
"24010","9",71609083,71609483,401,"*",6.40299325134864,2.12572535458371,7.36530386424571,-5.239578509662,1.54703510650463e-27,2.52413065530081e-25
"690","1",89952031,89952431,401,"*",7.35294718912156,4.65982483651936,8.2368585126562,-3.57703367613684,1.67215476666398e-27,2.71100737359902e-25
"2471","10",37535894,37536294,401,"*",8.42180404375727,6.53854258804881,9.2116833172369,-2.67314072918809,1.87855138910473e-27,3.02647625052244e-25
"11792","2",226185732,226186132,401,"*",7.58765464297945,5.05731491767144,8.45705395393683,-3.39973903626539,2.44845725193617e-27,3.91998006034981e-25
"20821","7",41027365,41027765,401,"*",7.34500930990718,4.68396110273207,8.22620039722817,-3.5422392944961,2.70842812053303e-27,4.30926054258224e-25
"9294","19",28023041,28023441,401,"*",6.88149372358895,3.17705541204994,7.82506990867115,-4.64801449662121,2.9002228241674e-27,4.58593258418964e-25
"24702","X",10447866,10448266,401,"*",6.39486401207102,2.05101836644804,7.35889576939021,-5.30787740294217,2.99161817841524e-27,4.70142891155121e-25
"10077","2",48694160,48694560,401,"*",6.78112599779133,3.57248516213593,7.70090920499829,-4.12842404286236,3.17945281630878e-27,4.95809823778052e-25
"14139","3",124774301,124774701,401,"*",7.09880853404853,3.46128241506078,8.03965048834913,-4.57836807328835,3.193653221556e-27,4.95809823778052e-25
"7886","16",88307157,88307557,401,"*",7.53582078072558,5.00906714908748,8.40487984861533,-3.39581269952786,3.28876081697422e-27,5.07499380045854e-25
"23600","9",2809787,2810187,401,"*",7.2680175880465,4.55127434453402,8.15389071767693,-3.60261637314291,3.40724722408652e-27,5.22634999354492e-25
"4756","12",48219635,48220035,401,"*",7.04434829480952,3.99956986164425,7.95417527676194,-3.95460541511769,3.74069711861453e-27,5.70367246371606e-25
"9600","2",11710230,11710630,401,"*",7.96639119964952,5.63784277514355,8.8151218265892,-3.17727905144565,3.79592642241066e-27,5.75363616783854e-25
"11202","2",175600059,175600459,401,"*",7.27997974135146,4.16242784178657,8.19437679180958,-4.03194895002301,4.21337887036793e-27,6.34881842019676e-25
"19360","6",98787534,98787934,401,"*",6.72155031488666,2.99137948264053,7.66614338091296,-4.67476389827243,4.48100176997431e-27,6.71259306079895e-25
"9746","2",27622902,27623302,401,"*",7.40639386456528,4.68599512156975,8.29256750203967,-3.60657238046992,4.98763289695265e-27,7.42809327257785e-25
"21239","7",84277614,84278014,401,"*",7.96526136904993,5.75407807497313,8.80041167018946,-3.04633359521633,5.24059277006606e-27,7.75971239294868e-25
"12789","21",34559167,34559567,401,"*",7.00922740253946,3.97956714170217,7.9180738350015,-3.93850669329933,5.69636931436677e-27,8.38610323889766e-25
"14461","3",159733238,159733638,401,"*",6.71573193173517,3.2232330104169,7.65017362144422,-4.42694061102732,6.27230854592381e-27,9.18122604070768e-25
"6732","15",30065217,30065617,401,"*",6.95004500897014,3.18859669720821,7.89584896891298,-4.70725227170476,6.35615328684806e-27,9.25109219294886e-25
"8859","18",42330313,42330713,401,"*",8.09884531406463,5.81725089382831,8.94229029453999,-3.12503940071168,6.61256045969005e-27,9.56990670821584e-25
"24526","9",115672939,115673339,401,"*",7.11095995852356,4.15468051910907,8.01488819652341,-3.86020767741434,7.3798457154691e-27,1.06203442610931e-24
"8508","17",80984701,80985101,401,"*",7.33749923251267,3.99348752949435,8.26465163486536,-4.271164105371,7.5719423744405e-27,1.08359148527189e-24
"1101","1",119594353,119594753,401,"*",8.20525208181695,6.23660940320942,9.00807122643264,-2.77146182322322,7.74591814826615e-27,1.10233021825548e-24
"12104","20",8693767,8694167,401,"*",6.92528209278849,3.87157956682423,7.83568276880578,-3.96410320198154,9.78365296364108e-27,1.38463013434602e-24
"15173","4",21979186,21979586,401,"*",6.40275419090989,1.60713661177096,7.37654468976351,-5.76940807799255,9.88037192063442e-27,1.39063520395039e-24
"16592","5",14743555,14743955,401,"*",7.01801812770763,3.81279898986948,7.93760544738765,-4.12480645751816,9.99998610452445e-27,1.39977947570218e-24
"14146","3",125063073,125063473,401,"*",7.43114099601438,4.45415621228491,8.33648411021469,-3.88232789792977,1.18828572823204e-26,1.65430039208652e-24
"18328","5",167814825,167815225,401,"*",7.90942065456241,5.82889683855589,8.7279206787513,-2.89902384019541,1.40186574036696e-26,1.94109150298595e-24
"20218","6",155493589,155493989,401,"*",6.71239921395102,3.31720078174512,7.64215378561814,-4.32495300387302,1.41889210048008e-26,1.95410430354289e-24
"21335","7",94183409,94183809,401,"*",8.19904478374361,6.17933466770457,9.00919358267176,-2.82985891496719,1.45155505777794e-26,1.98839755936041e-24
"3354","11",12540940,12541340,401,"*",7.11781583666305,4.38980195644962,8.00461285253166,-3.61481089608204,1.72528863501321e-26,2.35079753587757e-24
