"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","81/5471","168/18986",0.482142857142857,1.67317936130767,5.57608434734094,7.61411815397614e-08,3.59499178618103e-06,2.48995021737044e-06,"3925/10163/4070/163782/50848/4653/23271/25802/6840/120/23075/5962/338657/2059/93661/51474/89795/81624/6710/440193/7082/146057/29767/29766/84952/10391/10300/1003/2314/57551/85464/4591/406991/4089/85415/24139/375189/165186/130271/6711/119/1496/9168/23332/23671/4133/8195/11078/23122/406929/6314/90102/5217/100505385/5062/118/9353/57482/6622/4131/324/55604/5071/85477/4233/442721/136319/10395/10565/11075/51571/23189/55755/2934/6709/4281/395/7114/10013/90167/2258",81
"GO:0031329","GO:0031329","regulation of cellular catabolic process","189/5471","472/18986",0.400423728813559,1.38958963905214,5.45329386282884,7.8059009758277e-08,3.65844211911219e-06,2.53389695763323e-06,"2475/55187/23352/65018/7805/84879/10269/9682/51375/57535/128338/9554/4170/2629/3428/55811/27/5768/493/25782/7107/5305/51322/219771/11067/5599/23555/5660/81603/150/9531/85363/10346/5286/55626/9776/219931/7405/8898/472/5049/6653/9638/65125/254013/10193/55332/3479/53373/5027/3146/2308/3356/8660/5587/23256/58533/90427/4734/302/8925/23604/23274/2072/3240/8140/6720/9706/1411/6774/535/2670/9110/406991/11011/2081/55062/23265/7077/57521/3607/23255/4864/5289/220441/596/6794/1613/148022/3949/79156/348/9637/3553/92196/8647/285180/3667/55054/23677/151176/666/1457/27131/598/128866/5770/351/5988/8897/25793/7078/6721/3708/25827/51099/79443/29072/523/26137/2932/5291/8975/1981/9711/3064/57533/7345/3791/6622/10098/55294/1611/23530/112574/10769/55255/3565/7416/9812/154/23367/10475/7942/1915/1268/6885/9474/2309/27244/7957/23118/51429/5071/3834/221937/221955/54543/10392/5294/4233/60412/6009/526/11178/665/8754/9821/51606/8767/92140/528/64798/340485/25853/1612/10558/5774/401548/9550/22954/25/207063/257397/5127/10013/10325/7319/4534",189
"GO:0071711","GO:0071711","basement membrane organization","27/5471","38/18986",0.710526315789474,2.46573800613763,5.75436084927296,8.43744630830847e-08,3.92556808534002e-06,2.71891277887405e-06,"1520/3915/83872/4811/3688/23187/144165/59277/1215/22795/29954/23768/284217/10653/7837/23332/1291/9215/23122/3913/1605/90102/3908/3912/858/857/2131",27
"GO:0051345","GO:0051345","positive regulation of hydrolase activity","140/5471","331/18986",0.422960725075529,1.46779973063133,5.46269522120117,8.95796112309764e-08,4.13753943468292e-06,2.86572760871636e-06,"1969/65018/55616/7805/85440/84144/7813/8412/5906/4803/8394/6281/3428/356/85397/5996/163486/23380/406988/6000/10276/9712/3688/4838/64115/5660/355/22841/8772/6188/143872/7070/1663/23329/8738/317/23603/3146/406948/23348/253959/10979/26037/9628/10125/83464/4088/1512/5923/4916/55114/29/9905/22861/4763/6774/350/10928/10982/5366/4155/115704/85360/91662/8853/7498/805/5341/9448/3987/10018/8502/10010/3655/1123/55854/57679/2043/55619/1285/666/57186/7052/7074/23786/613/5988/5905/7474/6091/4345/2932/26355/8743/1894/2261/57733/5978/10563/6622/255743/9693/1611/112574/2149/2150/4208/51735/64411/133522/26999/51256/4594/9994/4217/64065/26230/51429/23161/1124/10392/3092/858/2146/9639/10395/4067/8767/4609/50807/81704/340485/1612/10507/10541/55357/2934/2889/395/6792",140
"GO:0072073","GO:0072073","kidney epithelium development","75/5471","153/18986",0.490196078431373,1.7011264385118,5.54004049706574,9.6925099959537e-08,4.44460854059057e-06,3.07840870299355e-06,"4070/7482/4853/5087/947/55083/2625/84445/3611/847/282679/10413/5800/342184/4643/4091/4088/8826/79191/9955/9953/6928/5914/80000/4087/4092/4089/596/7040/130497/6382/10736/7849/2043/182/171023/6385/3976/5915/1499/3913/6092/25937/3280/1739/8842/9353/5311/255743/2247/10252/4086/1909/170690/10409/2297/4208/4090/26249/2246/1906/7021/6492/54806/168667/2737/9863/5420/6469/2131/9788/4609/5727/186/2719",75
"GO:0010632","GO:0010632","regulation of epithelial cell migration","41/5471","69/18986",0.594202898550725,2.06206109155256,5.62313545595087,1.10987312904932e-07,5.05309380325739e-06,3.49985556634048e-06,"2475/23499/4070/7042/11221/5728/1793/5801/23603/8660/51466/2252/1512/3675/10982/5581/57142/6869/9448/57669/23332/9922/7048/23122/5793/5217/3673/411/4163/3565/1839/6239/23328/80005/8754/5747/152007/54566/153090/407007/10013",41
"GO:0003205","GO:0003205","cardiac chamber development","82/5471","172/18986",0.476744186046512,1.65444436415264,5.4856364069654,1.17707837124842e-07,5.24314103996037e-06,3.63148539652764e-06,"9249/7798/10269/3491/1301/4853/2702/4194/3776/7042/54583/6262/2625/8829/657/55742/5318/10818/4633/113622/25831/60485/7168/4091/64220/3480/5914/2535/80000/2627/4092/4089/7040/10848/6654/2274/7849/90/129446/4036/8828/2280/182/57167/9510/5915/7048/7134/7474/6092/6091/57493/23129/3280/9353/3516/287/1909/11174/79810/4208/9782/3340/6586/1482/9794/6659/5754/6722/653/639/10370/57211/10512/8321/4846/3084/55636/79977/23414/157378/7046",82
"GO:0006936","GO:0006936","muscle contraction","149/5471","358/18986",0.416201117318436,1.44434187779342,5.4001556506272,1.1778246164532e-07,5.24314103996037e-06,3.63148539652764e-06,"2023/2475/3352/5724/1907/5142/51086/3752/845/476/2702/9826/477/9722/92241/55811/481/25802/4660/134/493/6262/1131/5592/29119/3778/26509/26287/150/3784/5286/219931/10008/143872/1410/1813/6327/775/3741/8082/5318/6334/4637/490/59341/488/4633/5025/51761/3356/5587/1113/84193/6263/29767/29766/7168/23336/6338/29895/2775/583/136/5606/3768/10052/4635/406991/5608/3759/8877/1837/4092/23327/1613/10848/1760/9475/6546/805/51542/6869/274/7852/6335/1134/23704/2280/8195/85366/10398/55959/9992/6525/9215/5021/23171/6769/6336/11280/7134/776/7871/4638/2257/1739/323/10874/255743/287/817/1909/2982/3673/5144/2149/9456/1160/4090/154/406937/2741/6444/147/30820/1482/1812/1906/6722/5350/2697/7402/6717/10142/5294/9732/857/442721/800/3757/6781/80005/23213/6641/2934/1756/2258/2316/1193",149
"GO:0046777","GO:0046777","protein autophosphorylation","85/5471","180/18986",0.472222222222222,1.63875180243303,5.47836303656944,1.18573820406244e-07,5.24314103996037e-06,3.63148539652764e-06,"54206/2475/65018/127933/4921/84451/85456/2011/5058/472/23235/2321/5911/8428/5587/4140/440275/11261/23604/79834/3480/23049/9706/57551/51755/10040/4215/2081/6794/1613/5605/91662/238/805/7444/27347/51776/2066/2043/9770/85366/3055/6789/5155/152110/9943/2932/2047/545/23043/2049/5062/7294/5156/3791/817/55781/2241/1436/5159/815/6793/8737/780/5292/5167/1956/22853/857/2185/3084/4067/4683/5747/3717/9833/4915/1612/65268/4593/10783/25/5613/660/6792",85
"GO:0035107","GO:0035107","appendage morphogenesis","74/5471","151/18986",0.490066225165563,1.70067580899166,5.4998825864539,1.19274466707602e-07,5.24314103996037e-06,3.63148539652764e-06,"6497/54206/1889/4774/4853/5087/5396/5362/7042/22943/657/4038/4041/2249/26005/79659/7704/775/7289/144165/50515/341640/342184/8854/1387/730094/27077/7473/9496/494470/4089/130497/51057/51542/56603/3899/10018/51776/80856/57167/1291/9215/5915/1499/7474/55764/4154/8626/57728/80144/51176/27152/25836/860/7021/3066/2697/2768/2737/10512/1749/6469/64327/54928/55636/137392/79977/8323/2131/8434/5125/5727/2719/7547",74
"GO:0035108","GO:0035108","limb morphogenesis","74/5471","151/18986",0.490066225165563,1.70067580899166,5.4998825864539,1.19274466707602e-07,5.24314103996037e-06,3.63148539652764e-06,"6497/54206/1889/4774/4853/5087/5396/5362/7042/22943/657/4038/4041/2249/26005/79659/7704/775/7289/144165/50515/341640/342184/8854/1387/730094/27077/7473/9496/494470/4089/130497/51057/51542/56603/3899/10018/51776/80856/57167/1291/9215/5915/1499/7474/55764/4154/8626/57728/80144/51176/27152/25836/860/7021/3066/2697/2768/2737/10512/1749/6469/64327/54928/55636/137392/79977/8323/2131/8434/5125/5727/2719/7547",74
"GO:0007043","GO:0007043","cell-cell junction assembly","77/5471","159/18986",0.484276729559748,1.68058453434864,5.48303110847636,1.25364134435202e-07,5.47308899239713e-06,3.790751116231e-06,"1969/2048/10207/2702/50848/5317/56288/7414/9231/644672/83700/928/5800/5318/51564/9971/59341/5583/7082/83660/79191/1006/1009/1003/1001/999/1012/4641/10052/5578/23136/1000/4092/1005/9475/3553/8502/10152/6615/84612/1002/9073/10015/1499/1894/9076/10686/5062/1739/9948/84525/287/7368/100132463/1016/1004/153562/2241/324/1495/6722/2697/49861/6624/222256/857/26047/137075/80139/3551/6591/1015/79977/8777/7094/100288814/154796",77
"GO:0090596","GO:0090596","sensory organ morphogenesis","123/5471","285/18986",0.431578947368421,1.49770752965397,5.38635358499559,1.42699108065374e-07,6.18751098509316e-06,4.28557149463787e-06,"6497/1969/2048/57822/65979/1296/84879/8412/118427/1301/7482/4853/5396/356/23418/2625/219736/64072/3784/24147/4041/25987/120114/7070/50937/8076/362/3229/10818/84678/51761/10253/84189/145258/161497/2200/84465/197021/64220/9423/4763/6774/2535/5797/125488/596/130497/10736/2202/51057/4211/56603/7849/51141/6670/10152/2637/182/55184/9935/1826/613/9215/11078/7068/5915/1499/7474/56999/26018/1295/50939/25945/55764/2047/5523/5357/7401/5584/8842/57728/3791/5978/5308/2247/27152/1909/55714/2195/25836/4124/6678/2299/63915/1906/6659/5754/7021/639/55084/3066/54806/10370/221935/2737/1749/51384/28996/6101/55636/27067/8323/115908/22882/401498/4915/23287/25861/286204/1289/4693/5456/7547",123
"GO:0038127","GO:0038127","ERBB signaling pathway","68/5471","136/18986",0.5,1.73514896728203,5.47418867062704,1.44887759947704e-07,6.23996339126126e-06,4.32190089061644e-06,"54206/2537/8412/27246/6464/4653/356/27/55532/10718/51196/150/84632/5286/5795/23705/9052/144165/5801/10253/58533/8826/1012/2064/1845/406991/79643/5605/7040/634/23624/6868/6654/57142/55704/2202/7039/8440/2066/8527/55614/27131/5894/868/3516/2069/685/1950/2549/55914/2241/9542/1839/79628/10551/5898/1956/3092/5782/2185/3084/8895/5747/53358/5774/153090/25/9185",68
"GO:0007416","GO:0007416","synapse assembly","117/5471","269/18986",0.434944237918216,1.50938609049813,5.35347445496787,1.73399896146698e-07,7.41779153046346e-06,5.13768395930239e-06,"22883/2048/114784/653464/647135/26052/23380/5362/4139/94134/22943/9806/9231/10718/5728/1793/4076/4038/22941/387804/53942/1813/84623/144165/347902/8825/10154/9201/114798/84189/5911/10160/23768/2567/27020/8128/999/9423/10672/91107/4884/1000/94030/9378/57142/119/2066/55619/92737/6616/23767/79953/5770/351/1826/9215/23654/5021/1499/7474/6092/25945/2596/152404/23129/2047/22871/1981/2049/3556/23284/5783/6622/2895/10611/345193/2823/4131/4208/1946/3360/2890/26999/1812/266727/266977/7162/84694/221935/9844/8321/4897/54674/9732/91584/51201/11178/2185/27067/5789/158038/4915/10507/4593/25/84628/57502/11141/8473/27286/80823/26280/2239/2258/84631/2564/4204",117
"GO:0050878","GO:0050878","regulation of body fluid levels","156/5471","381/18986",0.409448818897638,1.42090939053017,5.28040092882436,2.07382637670077e-07,8.81237955006048e-06,6.10359847290037e-06,"2048/8761/10451/1952/2702/3570/375033/50848/2153/1465/134/1131/5592/221037/5328/7414/9060/953/150/3611/11234/79056/966/5795/595/55107/1813/84959/6484/2313/65125/7450/928/6337/5800/144165/196527/362/7103/8835/59341/9612/160851/3356/2621/22821/1511/81542/3705/51156/7057/5873/27023/302/10391/2013/6338/170692/3690/10672/350/5578/84034/10627/4645/558/634/3783/348/388931/2355/7498/5581/5341/57835/10461/5624/2191/27347/80856/4780/1385/2066/5270/8527/10398/3172/2778/4627/5155/2192/5021/5627/57493/5291/5912/1608/7466/7006/5156/5196/685/10855/23173/5530/308/23657/2244/4883/5618/3673/2149/2150/8546/3360/84830/1906/84062/5617/780/3710/6722/2030/9474/57107/10758/2697/2768/10551/3569/5478/1956/948/5054/5294/857/1080/231/9162/4846/6469/5327/4986/4067/8323/2131/50808/3717/7094/2776/7099/7410/139596/29071/8862/2316",156
"GO:0001894","GO:0001894","tissue homeostasis","117/5471","270/18986",0.433333333333333,1.50379577164443,5.30469617769544,2.19947382822019e-07,9.20408409522818e-06,6.37489945921539e-06,"54206/249/84879/6513/6121/24/1435/128338/50848/387597/3915/23418/947/7107/2271/10000/8029/3688/2074/65217/64081/64072/7414/3988/7275/143689/10413/4297/84959/83700/3845/144165/7846/282809/5027/5025/8600/12/7082/79705/583/1258/1003/1001/4763/31/3690/5578/57724/596/4155/6794/171392/2355/51542/9839/27347/4760/580/9290/3635/8195/128866/5880/1499/5745/7018/25937/7401/9076/54360/8842/323/57482/6696/166379/56172/9607/2149/84059/6558/6584/3360/154/133522/1436/2651/6722/4907/2697/3908/1490/53832/64065/3569/1956/4846/6522/2185/6101/63978/157680/284/2131/7373/4781/6456/9414/406987/216/158046/25861/22954/7099/286204/1756/4693",117
"GO:0060249","GO:0060249","anatomical structure homeostasis","117/5471","270/18986",0.433333333333333,1.50379577164443,5.30469617769544,2.19947382822019e-07,9.20408409522818e-06,6.37489945921539e-06,"54206/249/84879/6513/6121/24/1435/128338/50848/387597/3915/23418/947/7107/2271/10000/8029/3688/2074/65217/64081/64072/7414/3988/7275/143689/10413/4297/84959/83700/3845/144165/7846/282809/5027/5025/8600/12/7082/79705/583/1258/1003/1001/4763/31/3690/5578/57724/596/4155/6794/171392/2355/51542/9839/27347/4760/580/9290/3635/8195/128866/5880/1499/5745/7018/25937/7401/9076/54360/8842/323/57482/6696/166379/56172/9607/2149/84059/6558/6584/3360/154/133522/1436/2651/6722/4907/2697/3908/1490/53832/64065/3569/1956/4846/6522/2185/6101/63978/157680/284/2131/7373/4781/6456/9414/406987/216/158046/25861/22954/7099/286204/1756/4693",117
"GO:0007178","GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway","171/5471","425/18986",0.402352941176471,1.39628458073048,5.25692265390102,2.20932674391263e-07,9.20408409522818e-06,6.37489945921539e-06,"6497/63976/79639/3725/4774/3491/4853/148738/406988/7042/10637/142/221044/22943/7321/64081/80312/4838/57178/657/619552/3611/27122/25884/283149/6653/406911/269/11197/50515/5829/26524/23111/8848/10253/3621/58533/84312/10979/64398/2353/161742/7057/51496/2200/4091/4088/26035/25942/1387/25970/9688/1003/1001/2734/51701/6774/50964/1747/3675/10140/9110/406991/64750/63893/753/2627/494470/4087/4092/4089/6794/10755/8425/7040/5678/3276/442918/6868/4052/51232/6711/200734/84913/9839/92/7130/90/3694/4036/151556/2660/402117/2280/54976/3397/56937/5468/7048/7474/11167/3693/25937/79674/3280/3516/65997/3791/658/7323/255743/51176/10252/4086/83891/1601/10468/2297/285704/9315/4015/23105/4090/406937/406938/654/2651/222663/860/7021/653/407029/135228/6885/3066/5796/10370/25928/3696/168667/6424/3624/9863/8321/1278/1749/57154/858/857/375616/574443/28996/11030/80139/8754/23213/392255/2131/5747/1761/3717/406987/7046/286204/25/8239/4693/8473/6998/91851/2719",171
"GO:0071375","GO:0071375","cellular response to peptide hormone stimulus","135/5471","321/18986",0.420560747663551,1.45947109397554,5.28235210615153,2.23942065081576e-07,9.26887482357119e-06,6.41977457930368e-06,"5590/84275/2475/23038/3716/54741/8412/10768/3158/6464/4921/55532/142/79746/5305/1979/3416/10580/2805/5791/5286/5795/23235/6653/6337/23371/6667/490/8835/9971/5829/2308/9882/8660/5587/2353/7253/23191/2200/4644/5315/9640/3480/6338/5579/55625/286753/4641/9340/6720/990/6774/10014/3690/83990/5578/9021/10458/9663/11031/376497/7040/634/9475/23175/10890/6654/3973/3553/51141/2888/4780/2660/8837/1373/3667/151176/23236/27131/64900/3172/5770/5105/2778/89766/1291/9978/5905/5468/5894/6599/2932/4690/5584/132864/2798/8615/5530/4790/2549/1909/2195/6715/4131/2241/324/406937/815/2890/1906/2729/6885/5167/57492/4142/9734/3624/2645/3484/2887/858/857/23516/4067/10499/114/5747/23189/3717/27019/2203/445/94056/8473/186",135
"GO:0034762","GO:0034762","regulation of transmembrane transport","192/5471","487/18986",0.394250513347023,1.36816674216899,5.23679462336348,2.29163308615626e-07,9.41933307461222e-06,6.52398442933028e-06,"8514/2048/113451/5142/10768/55917/845/5174/1520/477/8682/9722/5999/481/493/7779/149111/6262/1131/6000/23596/3688/288/10105/338557/10580/150/3784/6786/6506/79026/5031/10008/442900/7225/6588/1813/7070/84959/3758/65125/775/1389/2904/196527/81539/3479/5027/5025/2259/8660/5587/9472/84334/7057/11261/4734/57214/4205/2903/5579/146395/6376/11060/8140/7531/124935/3768/6347/3690/81671/406991/8787/27092/3773/3759/10939/23327/596/5349/53827/81/7040/3783/10971/3790/130497/6546/170850/5581/805/3973/150684/30818/3553/57628/274/785/27347/130507/4780/91404/23704/3667/51719/151176/2280/5621/57158/3787/3755/4923/3460/9992/3763/3772/8218/7533/6769/9943/6336/776/7871/483/7881/5584/22871/54800/2257/1739/3064/80333/57620/5311/6622/5530/55013/287/817/7222/1909/2180/5144/2149/9456/7416/1729/2890/30820/1812/8737/1906/5292/9474/2534/57120/5350/9465/5167/7402/4988/387129/2887/6717/10142/2056/375611/5294/857/1080/3757/51422/5533/2185/4986/4067/55636/56704/2171/2669/117531/1612/65268/5774/25/7114/1756/2719/2273/2258/2316/1193",192
"GO:0007596","GO:0007596","blood coagulation","104/5471","234/18986",0.444444444444444,1.54235463758403,5.31126686020223,2.30532783125119e-07,9.41933307461222e-06,6.52398442933028e-06,"2048/8761/10451/3570/375033/50848/2153/1465/5592/221037/5328/7414/9060/953/150/3611/11234/79056/966/5795/84959/6484/7450/928/196527/7103/160851/3356/2621/22821/1511/81542/3705/51156/7057/5873/302/170692/3690/10672/350/5578/84034/10627/558/634/348/388931/5341/10461/5624/2191/80856/4780/5270/8527/10398/3172/2778/4627/5155/2192/5627/5291/5912/1608/7006/5156/5196/10855/23173/308/23657/2244/3673/2149/2150/8546/84830/1906/84062/3710/6722/2768/3569/5478/948/5054/5294/857/9162/4846/6469/5327/4067/8323/50808/3717/7094/2776/7099/7410/29071/2316",104
"GO:0010927","GO:0010927","cellular component assembly involved in morphogenesis","69/5471","140/18986",0.492857142857143,1.71036112489229,5.36740348524972,2.38833321492569e-07,9.63495943793441e-06,6.67333078174441e-06,"400746/1465/25802/10529/3688/84665/11155/27063/26011/8898/23187/928/1466/282809/4604/4633/113622/5587/1073/64398/29767/29766/7168/11214/4205/5048/5376/2314/3880/162540/3691/8736/23136/80206/4089/5990/5819/2068/4606/375189/23332/8837/2817/10398/23315/23122/4336/1605/90102/9948/5156/6691/287/7368/51778/5159/1482/1906/6722/81833/9896/5350/9519/1124/442721/346653/157680/5339/5239",69
"GO:0032989","GO:0032989","cellular anatomical entity morphogenesis","69/5471","140/18986",0.492857142857143,1.71036112489229,5.36740348524972,2.38833321492569e-07,9.63495943793441e-06,6.67333078174441e-06,"400746/1465/25802/10529/3688/84665/11155/27063/26011/8898/23187/928/1466/282809/4604/4633/113622/5587/1073/64398/29767/29766/7168/11214/4205/5048/5376/2314/3880/162540/3691/8736/23136/80206/4089/5990/5819/2068/4606/375189/23332/8837/2817/10398/23315/23122/4336/1605/90102/9948/5156/6691/287/7368/51778/5159/1482/1906/6722/81833/9896/5350/9519/1124/442721/346653/157680/5339/5239",69
"GO:0043434","GO:0043434","response to peptide hormone","178/5471","446/18986",0.399103139013453,1.38500679899642,5.23493865148806,2.40785074237204e-07,9.64021008537241e-06,6.67696746619521e-06,"5590/54206/84275/2475/249/23038/6429/6513/8891/3716/54741/8412/6272/10768/3158/6464/4921/55532/142/79746/5305/6387/1959/1979/3416/10580/2805/5791/3784/5286/847/54765/5795/4041/23235/6653/6337/4040/23371/121340/6667/490/8835/9971/1407/59341/5829/9365/2308/9882/8660/5587/8892/2353/7253/23191/2200/4644/6938/4088/5315/9640/3480/6338/5579/57707/55625/286753/4641/9340/10626/6720/990/6774/10014/3690/1277/83990/5578/9021/10458/9663/11031/6794/376497/7040/634/9475/23175/10890/6654/3973/87178/3553/51141/2888/4780/2660/6775/8837/1385/1373/3488/3667/151176/23236/27131/64900/3172/5770/5105/2778/89766/1291/1312/9978/5905/5021/5468/5894/22937/6599/1605/2932/4690/5584/8743/8893/132864/2798/2069/8615/5530/4790/2549/1909/2195/6715/4131/2241/324/406937/815/2890/8614/1906/2729/6885/5167/57492/4142/9734/3624/2645/3484/2887/2770/858/857/8805/23516/4747/4986/4067/10499/114/5747/23189/3717/27019/2650/2203/445/94056/5251/8473/139596/186",178
"GO:0001649","GO:0001649","osteoblast differentiation","114/5471","262/18986",0.435114503816794,1.50997696389429,5.288500157468,2.41988329723813e-07,9.64021008537241e-06,6.67696746619521e-06,"6497/1969/249/3399/79639/3491/3570/103/4209/4921/4653/51430/406988/221044/442911/657/5728/338557/3611/10527/22800/847/4041/10413/406911/5744/51564/25840/121340/5787/3479/3183/5587/10979/4091/4088/22801/8482/51741/4763/7473/1277/10140/1213/406991/5608/4089/2091/2355/51232/2274/92/7130/90/23314/3485/3488/151176/9770/182/23051/6615/1591/1291/5468/1499/406929/8994/4057/5745/2932/23317/25937/8626/5978/6696/658/5530/255743/51176/2247/25819/4086/7424/202151/1462/4208/4015/4090/654/3400/222663/860/55603/25842/2697/3569/2737/3486/8321/1021/1749/55973/27044/6469/407037/6591/115908/8840/5747/10507/5727/3371/54857",114
"GO:1901879","GO:1901879","regulation of protein depolymerization","50/5471","92/18986",0.543478260869565,1.88603148617612,5.42015550395131,2.43771423295979e-07,9.65092578937001e-06,6.68438933836768e-06,"10763/23271/25802/6840/120/23075/6588/5962/2059/93661/51474/89795/59341/81624/1073/6710/440193/146057/29767/29766/10300/2314/57551/130271/6711/5341/119/23332/11034/57026/11078/23122/6314/118/9948/57482/9037/4131/2150/324/55604/85477/442721/136319/11075/2934/6709/4281/10013/2258",50
"GO:0048863","GO:0048863","stem cell differentiation","110/5471","251/18986",0.438247011952191,1.52084770040656,5.28507793846885,2.51887468877003e-07,9.91068349766678e-06,6.86430178343178e-06,"65979/9698/4070/22823/5788/7042/3688/8829/442911/657/340665/55553/10413/2/4040/6660/144165/121340/8091/4254/23603/3169/440193/145258/9112/80031/399694/8854/8482/10509/1106/6928/51755/6774/7473/124540/2627/1000/4089/596/10501/2068/130497/81606/57504/678/10322/55818/90/4780/8828/2066/2335/7520/2637/182/3976/8320/7048/1499/29072/84541/2932/54437/8626/3280/202018/3516/5156/5978/5308/166379/2247/1909/2823/9037/4208/83989/64839/57556/406938/1482/1906/3720/221662/6722/860/3066/10370/2099/8621/10512/9723/10371/223117/8321/1021/54517/5764/2146/6469/3084/6591/2131/23081/4300/10507/25/7114/7547",110
"GO:0030038","GO:0030038","contractile actin filament bundle assembly","58/5471","112/18986",0.517857142857143,1.79711857325639,5.383077068988,2.55635802814811e-07,9.93550370208295e-06,6.8814926637055e-06,"2475/55160/55616/3925/10163/4070/6281/50848/4653/8829/9124/10580/5058/5829/10979/51466/7082/84952/7168/4088/10391/7126/406991/1785/85415/9475/55704/7840/6869/23332/9839/23671/8195/6385/4771/23122/406929/90102/3693/5217/5062/22998/11346/55604/6722/1490/5879/2006/4233/9639/10395/10174/2185/7046/25/395/154796/90167",58
"GO:0043149","GO:0043149","stress fiber assembly","58/5471","112/18986",0.517857142857143,1.79711857325639,5.383077068988,2.55635802814811e-07,9.93550370208295e-06,6.8814926637055e-06,"2475/55160/55616/3925/10163/4070/6281/50848/4653/8829/9124/10580/5058/5829/10979/51466/7082/84952/7168/4088/10391/7126/406991/1785/85415/9475/55704/7840/6869/23332/9839/23671/8195/6385/4771/23122/406929/90102/3693/5217/5062/22998/11346/55604/6722/1490/5879/2006/4233/9639/10395/10174/2185/7046/25/395/154796/90167",58
"GO:0032231","GO:0032231","regulation of actin filament bundle assembly","56/5471","107/18986",0.523364485981308,1.81623069472512,5.38698729528405,2.58498077796499e-07,9.98585907802959e-06,6.91636962219148e-06,"2475/55160/55616/3925/10163/4070/6281/50848/4653/8829/23075/5058/5962/5829/10979/51466/7082/84952/7168/4088/10391/6376/406991/85415/9475/55704/5341/7840/6869/23332/23671/8195/6385/4771/23122/406929/90102/5217/5062/22998/11346/55604/1490/5071/5879/4233/9639/10395/10174/9788/7046/25/395/154796/90167/2316",56
"GO:0032271","GO:0032271","regulation of protein polymerization","94/5471","207/18986",0.454106280193237,1.57588408622716,5.3004733151273,2.60494326649097e-07,1.00023544461527e-05,6.9277945844408e-06,"2475/65018/3925/163782/9659/55243/29922/23271/25802/6840/7417/120/55626/6188/5058/5962/2059/93661/89795/6249/122060/6710/51466/23191/342184/29767/29766/1003/23406/246/2314/85464/10458/64857/7408/24139/81553/375189/22924/10602/5581/6711/119/9168/8440/23332/274/10787/4133/8195/3055/343578/57580/11135/11078/23122/4690/5217/1739/118/9353/57606/57482/6622/4131/5921/2241/89848/26999/55604/93663/51429/5879/85477/2006/10142/55971/4233/442721/136319/2185/10565/11075/51571/23189/54801/55755/2934/6709/25/7114/5063/10178/4204",94
"GO:0007369","GO:0007369","gastrulation","92/5471","202/18986",0.455445544554455,1.58053173257373,5.27762151861998,2.94999413710291e-07,1.12594387005353e-05,7.79847173716333e-06,"7709/1969/25949/27245/8613/79971/1301/9095/79577/3688/22943/4838/657/9646/4041/26011/4317/23187/65125/81029/144165/8091/10818/7296/1284/4323/145258/4088/5607/3281/6928/7473/3690/3675/3691/2627/3909/4087/4089/4155/130497/10736/84913/57669/23332/92/90/3685/8324/2335/8195/55614/3172/2139/6615/2114/3689/1291/4771/4627/8320/7048/23122/1499/29072/1605/7474/1295/90102/3693/7358/51176/4086/3673/9555/406937/6722/55788/1303/2697/3624/3912/60412/2131/9314/286204/1289/190/154796/8862/2719/7547",92
"GO:0035329","GO:0035329","hippo signaling","35/5471","57/18986",0.614035087719298,2.13088469666215,5.4402962843963,3.0462854856546e-07,1.15278677163674e-05,7.98439007191137e-06,"81788/9231/7073/7003/22941/154810/10413/7004/11113/26524/84962/60485/122786/4140/7531/5606/284086/126374/9448/6789/4771/9686/8994/7871/51421/25937/100505385/29970/79633/80014/23286/79981/6788/55841/154796",35
"GO:0000209","GO:0000209","protein polyubiquitination","114/5471","263/18986",0.433460076045627,1.50423560661712,5.23907117845721,3.07043672472031e-07,1.15278677163674e-05,7.98439007191137e-06,"10277/23352/80263/27246/27252/51514/23219/220972/7321/119504/143279/8945/81603/22978/118611/85363/10346/54765/55626/1643/23220/25906/329/57542/10193/55884/51433/171222/8881/25831/57161/9870/7681/7337/4734/91947/11060/84937/642/117584/996/9520/7706/63893/57674/494470/23327/220441/596/9781/57162/56888/64795/64682/9111/64844/580/10616/55905/7335/7267/23759/91445/25793/9978/7324/1499/406929/25847/9616/3093/51191/7323/23321/55016/134111/23194/26272/4012/64839/26249/8697/81545/10475/9025/23304/26268/90025/51465/10758/23328/5071/54476/223082/5478/57154/81844/7328/8454/9690/7336/84675/55284/8767/4683/51366/84875/54926/22954/7186/10013/7319/8450/389898",114
"GO:0070252","GO:0070252","actin-mediated cell contraction","59/5471","115/18986",0.51304347826087,1.78041372295026,5.34080834373423,3.07458034481089e-07,1.15278677163674e-05,7.98439007191137e-06,"5142/3752/476/2702/477/9722/55811/134/6262/29119/57698/3784/55742/10008/6327/775/3741/5318/6334/4637/488/122786/440193/7168/2013/29895/10052/3759/23327/57669/274/9839/6335/23704/85366/9992/23171/6336/11280/7134/776/2257/1739/22998/287/817/5144/6444/5350/2697/9444/6717/10142/857/3757/6781/2934/2258/2316",59
