"seqnames","start","end","width","strand","Conc","Conc_TEAD1","Conc_TESmut","Fold","p.value","FDR"
"13",44719942,44720342,401,"*",8.53246825714953,9.24956416016358,7.04294556400311,2.15270905361998,3.3423621215808e-36,5.70039859835605e-33
"2",36655507,36655907,401,"*",7.97830932013396,8.6718384460468,6.59284101061376,2.02161805285172,1.37365481001829e-35,2.24090878811722e-32
"17",61209433,61209833,401,"*",7.55568249498522,8.33140664396752,5.75957680635019,2.46054976392223,1.69853009261215e-34,2.65543948353752e-31
"15",66774317,66774717,401,"*",8.20256661743873,8.94702841179021,6.57952749076794,2.28776152826098,5.76196772077512e-34,8.64779163404813e-31
"5",168472368,168472768,401,"*",7.95786905265025,8.64569226238674,6.59626296397574,2.01010328769858,9.89698600687653e-34,1.42824927678467e-30
"5",37771678,37772078,401,"*",8.66296944783547,9.48952030089481,6.52093192457271,2.83918188180896,4.44438079196691e-33,6.17620784057002e-30
"6",88008480,88008880,401,"*",6.87718632192798,7.74298266149504,4.38433417543354,3.20295476889217,9.47191222648132e-33,1.26927006660645e-29
"5",34674191,34674591,401,"*",8.19138661859071,8.82771645892051,7.02530530575884,1.77210822124752,1.45205613267038e-32,1.87871028116984e-29
"19",36687333,36687733,401,"*",8.33544387841636,5.58918942029119,9.22371968562398,-3.31396819687271,1.59325711588024e-32,1.99268667483142e-29
"2",7191911,7192311,401,"*",8.24624519291224,8.96369574242177,6.75508434857161,2.12540964681044,4.2577101899743e-32,5.15334013025889e-29
"13",43153712,43154112,401,"*",6.26225950494058,7.19721293200031,2.75870890014866,4.1087104687079,8.10065289757463e-32,9.49826866780931e-29
"4",55768295,55768695,401,"*",6.43538477706219,7.30584548162149,3.89379506920102,3.22483043558071,1.51790377016689e-31,1.69267205458178e-28
"5",65861935,65862335,401,"*",8.18508657378769,8.90843594840976,6.66634173525736,2.17170201923008,1.53383038447217e-31,1.69267205458178e-28
"6",98653236,98653636,401,"*",7.39683878925676,8.1274977670478,5.84300234936447,2.19184817347604,4.88607347181867e-31,5.2380103638888e-28
"8",40208288,40208688,401,"*",7.59589449078606,8.32061308569343,6.07065442572028,2.14720384941325,1.62132991975569e-30,1.68983110886537e-27
"4",21979186,21979586,401,"*",6.52016271403176,7.37654468976351,4.1204917118939,3.06221369255479,1.12457112953812e-29,1.14040630679459e-26
"10",93746925,93747325,401,"*",7.24671978238972,7.97772988979379,5.69117143774829,2.21459098795348,1.32513113646908e-29,1.30842750977517e-26
"1",101174813,101175213,401,"*",7.81647865719689,8.48823211999205,6.51955119154289,1.90290685467932,2.91477585335231e-29,2.80423858445211e-26
"13",110916770,110917170,401,"*",6.27542585251444,7.13197924130605,3.87411620136754,3.10199149546552,4.90731429875063e-29,4.60318349508556e-26
"3",112653532,112653932,401,"*",6.80688218606031,7.6459657383186,4.56278906355075,2.95492130382647,6.17211803637834e-29,5.648391240072e-26
"4",28287903,28288303,401,"*",6.60255490862191,7.43410448197544,4.42077873477438,2.85898129052175,7.3253837186577e-29,6.54418386923228e-26
"8",59683106,59683506,401,"*",7.90167539133251,5.15664142263259,8.78985288124907,-3.31666517586941,1.72851537484329e-28,1.50827035766268e-25
"21",43600616,43601016,401,"*",6.11215276638835,7.01179048243072,3.21678526042958,3.56894899039973,2.01687936215741e-28,1.71989387607973e-25
"16",57842299,57842699,401,"*",7.04903464286005,7.8014242633672,5.3843770706922,2.29648275016701,3.66151617410651e-28,3.05297218597001e-25
"3",192879716,192880116,401,"*",8.1318881956616,8.77191078813845,6.95285197393862,1.77711046953321,5.03312221646654e-28,4.10538649313133e-25
"13",45102025,45102425,401,"*",7.010581095322,7.79776325915921,5.14440460762088,2.53989128651275,5.4576191061211e-28,4.30917094890067e-25
"18",3794736,3795136,401,"*",6.5253533865897,7.34664929032504,4.42380178042972,2.74644141777747,5.51265172962426e-28,4.30917094890067e-25
"6",44662822,44663222,401,"*",8.83008328437258,9.37505231050003,7.94381306325991,1.39775084975475,5.67172627024641e-28,4.3430375793044e-25
"3",193822805,193823205,401,"*",6.99162640680222,7.76795696384,5.19190996731704,2.49761422114429,6.44156581612184e-28,4.83387981973415e-25
"2",234996422,234996822,401,"*",8.82817933844058,9.55670192520492,7.28470624694409,2.18570418627034,9.96539646017381e-28,7.33160079572905e-25
"13",110967228,110967628,401,"*",5.95106829980576,6.8805930471765,2.56046829797321,4.00463185360729,1.83760055773034e-27,1.32593481781923e-24
"X",120466635,120467035,401,"*",6.28326561371835,7.1484164733002,3.79701804564766,3.15525345562219,3.51030341791419e-27,2.48509612346336e-24
"7",92025272,92025672,401,"*",7.69140444565537,8.39964932297274,6.24204795878658,2.06124796998111,5.59568193400868e-27,3.88806633048036e-24
"10",77991825,77992225,401,"*",7.95677620027803,8.60837652480554,6.73612913194364,1.79603727073168,8.15004717273578e-27,5.55996218124035e-24
"13",21033905,21034305,401,"*",7.17666157648846,7.87490961965348,5.7710830486339,2.02719638345572,1.60097578458645e-26,1.07268236452622e-23
"10",77416389,77416789,401,"*",7.86091557512562,8.52519540552065,6.59287390523256,1.86515689268841,1.72788845915445e-26,1.13740531361288e-23
"11",120517405,120517805,401,"*",6.07178722589924,6.96353188631027,3.2817417229286,3.46982084461493,1.78593719488743e-26,1.15534740498916e-23
"14",54652183,54652583,401,"*",8.3208432842005,8.92580993347283,7.25911072620277,1.63149016170031,2.38578139489041e-26,1.51723565623192e-23
"6",52424025,52424425,401,"*",7.61858505053181,8.34716871522073,6.07481692187429,2.17752322101064,2.60822873064688e-26,1.63105583671003e-23
"2",99878962,99879362,401,"*",6.18823692285432,7.06969517051619,3.5240726872936,3.28108103898673,2.98238194109317e-26,1.83445824281569e-23
"7",133053355,133053755,401,"*",6.83010596347754,7.60958877240242,5.01144818338235,2.45824582222288,3.39016432823063e-26,2.05165089934744e-23
"1",23198391,23198791,401,"*",6.75802446408766,7.53918698058514,4.92915397315529,2.45417800580105,8.99081515432678e-26,5.35467262548405e-23
"17",48176034,48176434,401,"*",6.03030438244338,6.90851880145375,3.40348878880585,3.2367086105383,9.98094668946038e-26,5.85148594898817e-23
"1",21149877,21150277,401,"*",7.56133950322433,8.223756258996,6.30038657571783,1.86971427639384,1.09589162279584e-25,6.32599224291119e-23
"5",76831113,76831513,401,"*",8.28646533391648,8.87558450098891,7.27392299146707,1.56724692234071,1.16102278054221e-25,6.60041450738245e-23
"11",114366889,114367289,401,"*",6.56864159361181,7.43243503731858,4.09617576618429,3.15681194300068,1.24106242478806e-25,6.95013481201087e-23
"6",42315957,42316357,401,"*",6.50991790904689,7.29834995009533,4.63585313264703,2.54055346426408,2.05672974735692e-25,1.13486113015558e-22
"20",44165953,44166353,401,"*",7.32996021945236,8.05720219194207,5.79265642310228,2.19340726089732,2.33822427303679e-25,1.27148569490744e-22
"16",86772715,86773115,401,"*",7.95072848736903,8.58848776580057,6.77965014108608,1.7670699972291,3.28771847833369e-25,1.73071044497182e-22
"2",62660894,62661294,401,"*",6.59497644694589,7.37577018152693,4.76835539240997,2.44780838560287,3.29940229452715e-25,1.73071044497182e-22
"11",58058934,58059334,401,"*",6.50683885486859,7.35577822435229,4.17640077292512,2.95884150803557,3.32110423597376e-25,1.73071044497182e-22
"17",66543104,66543504,401,"*",6.19559374697845,7.04179611549707,3.88971683033342,2.93722646337053,3.53136523691852e-25,1.81507335690986e-22
"8",127810060,127810460,401,"*",8.1341838396403,8.76363246229254,6.99185071281031,1.70309893490824,4.18102177014233e-25,2.11994753834474e-22
"17",835349,835749,401,"*",8.31110778891572,8.90856582851247,7.27295838356992,1.59078505457036,5.54461802107358e-25,2.77386150358269e-22
"5",110478859,110479259,401,"*",6.62633809380443,7.40303778657959,4.82441852173869,2.44072050626058,6.67135357895768e-25,3.29362970573778e-22
"8",133674735,133675135,401,"*",9.00282170057366,9.69077874299849,7.64066148983965,1.97370671170117,7.79740780313041e-25,3.79956543092541e-22
"1",93754456,93754856,401,"*",7.54755159325232,8.21140238830664,6.28114624589428,1.88869338976952,1.00028622254017e-24,4.81176145588845e-22
"12",12607144,12607544,401,"*",7.75553476752162,8.4324506712775,6.43822143747069,1.93823590857215,1.74349054418167e-24,8.28069730484054e-22
"X",3286205,3286605,401,"*",7.11430186550158,7.82192598075654,5.66771179797132,2.08000405545846,2.47875698464121e-24,1.16256801025903e-21
"19",36378982,36379382,401,"*",7.72363500133613,5.35795831958419,8.57641197145018,-2.98734702976469,2.63155233195011e-24,1.2189935191e-21
"6",98787534,98787934,401,"*",6.88989061738233,7.66614338091296,5.09063797629896,2.46169853132017,3.45318184846638e-24,1.58008336751594e-21
"6",3797551,3797951,401,"*",6.30906236947744,7.11560073662567,4.31476534975236,2.67876513941477,3.55992623764918e-24,1.60930111280524e-21
"17",30309572,30309972,401,"*",7.33869944133892,7.98766466614099,6.127658679151,1.80250970309254,4.48937775669476e-24,2.00530884296362e-21
"4",15452017,15452417,401,"*",7.39612933258306,8.09232529238048,5.99933855509829,1.99997830642858,5.66635624839173e-24,2.50126297406948e-21
"1",94646076,94646476,401,"*",6.45243808152955,7.27069737236681,4.37370868117383,2.72320057919727,7.34861063677144e-24,3.20613046165467e-21
"15",89845526,89845926,401,"*",7.33097870738998,8.01411103481547,5.98862953288457,1.95651705130191,8.22719976567133e-24,3.54819267135349e-21
"19",36772620,36773020,401,"*",7.96962324241999,5.70011158492404,8.81167678132944,-2.83854065997923,8.49137861466254e-24,3.62051155682674e-21
"7",142440528,142440928,401,"*",6.03133305102646,6.88107138485962,3.69363679049372,2.98807667194983,1.2274212915842e-23,5.17461508781244e-21
"3",45199954,45200354,401,"*",6.68959095590578,7.44327293064403,5.01801154891273,2.32907097419602,1.65040213018299e-23,6.88052648073289e-21
"11",69420522,69420922,401,"*",8.1464701846041,8.75317770837178,7.07919660668473,1.63652519973949,2.70800145504185e-23,1.11655958895193e-20
"5",148965805,148966205,401,"*",6.84875702532841,7.58092026405941,5.28756940214584,2.16587132716733,2.96716401473236e-23,1.21011914126927e-20
"4",99060210,99060610,401,"*",6.76765359570546,7.56826214893682,4.8140149717202,2.58795196496127,3.29293924452563e-23,1.32854164939619e-20
"18",2617996,2618396,401,"*",8.31732771892731,8.8894593474766,7.35514954016055,1.50409310474605,4.55556781440533e-23,1.81839851025853e-20
"22",45518609,45519009,401,"*",7.760791642778,8.37433408208964,6.67148919096832,1.64818609970518,5.94002268075743e-23,2.34605885268105e-20
"20",4703838,4704238,401,"*",5.80583940458321,6.68820170359315,3.13107623420627,3.31415328647135,8.1704914203015e-23,3.19338550605346e-20
"15",38714701,38715101,401,"*",7.98257121891804,8.70467539322362,6.46970268976974,2.14537159957298,8.71732432806758e-23,3.3719868671487e-20
"18",9643539,9643939,401,"*",7.81878348857364,8.48820637451361,6.53094209949119,1.87055791180503,1.05834353891156e-22,4.04644158655852e-20
"20",47334129,47334529,401,"*",6.75603760533143,7.54405548055292,4.88459227225275,2.48366306161392,1.06766268774631e-22,4.04644158655852e-20
"11",111557773,111558173,401,"*",7.63770188974452,8.2986595041478,6.38227022524961,1.84998506648655,1.28879900116793e-22,4.8357027322822e-20
"19",36666647,36667047,401,"*",7.58538457936752,5.09866696102537,8.45058148529567,-3.1127401963064,1.63777113941445e-22,6.08423870514552e-20
"9",112569225,112569625,401,"*",7.23413123968285,7.90828415962979,5.92777348853416,1.90064505802821,1.79617292495003e-22,6.60727493304413e-20
"6",71197307,71197707,401,"*",5.72947916508409,6.62103213007796,2.94189143738317,3.43595589493798,1.91393436237465e-22,6.9721098262776e-20
"19",36838198,36838598,401,"*",7.89753618196044,5.2916572070523,8.77389184574985,-3.15473901377316,2.36238339837013e-22,8.52297956636976e-20
"18",3093616,3094016,401,"*",6.6861774291165,7.47167575408732,4.83054964161709,2.49790226400108,3.69822614106991e-22,1.32153469561032e-19
"7",37908228,37908628,401,"*",7.32163818655698,7.9755740105314,6.09240839402784,1.80412973065288,4.4736858615861e-22,1.58355818125068e-19
"1",235468982,235469382,401,"*",6.67426125887776,7.50803593868521,4.47439220981124,2.77397361221299,4.8922061746785e-22,1.71551839140291e-19
"6",144953933,144954333,401,"*",8.00560318604125,8.65226658647146,6.80288752865847,1.76880507542542,5.0839605521295e-22,1.76625262848566e-19
"6",150756188,150756588,401,"*",6.50941928505746,7.32321099698789,4.46353923312842,2.69781372927563,5.36862760376517e-22,1.84803923230159e-19
"12",54222578,54222978,401,"*",6.65317648548547,7.40542568824288,4.9892686206062,2.28295448257652,5.60231963883685e-22,1.91095122880725e-19
"X",120548974,120549374,401,"*",6.57067354983025,7.35489522325253,4.72298434540355,2.4905380460716,5.66663109304073e-22,1.91547446163947e-19
"9",98035715,98036115,401,"*",6.53472218515843,7.28977342560876,4.85576577203163,2.29192968246783,8.66098553631109e-22,2.90150748489222e-19
"7",44163561,44163961,401,"*",8.06948028005161,8.64267274212643,7.10422498958721,1.50528925945389,8.9535369988241e-22,2.97297045781309e-19
"22",31602318,31602718,401,"*",7.08066503103427,7.77107774025215,5.70829019501358,1.96506907002266,1.06246500485721e-21,3.49690784624978e-19
"5",76689520,76689920,401,"*",7.0455890473096,7.75184475290051,5.60507443048482,2.05938057694314,1.16511062862901e-21,3.8014013823295e-19
"3",183318622,183319022,401,"*",7.39149855016743,8.02376371925912,6.23950594985567,1.71228068647538,1.28117472789509e-21,4.12395670320737e-19
"19",37467249,37467649,401,"*",7.49753604600863,4.80485544340332,8.38141034802826,-3.23251253992226,1.2859543569608e-21,4.12395670320737e-19
"3",32184282,32184682,401,"*",6.40058125903375,7.21626200158099,4.34091503463511,2.69360174616925,1.3177928371644e-21,4.19024619010555e-19
"20",13643996,13644396,401,"*",8.17307213075911,8.84388199403872,6.87983208481116,1.90033671436573,1.37735946634939e-21,4.34284912074751e-19
"2",27622902,27623302,401,"*",7.67266527033298,8.29256750203967,6.56246264378648,1.67302791853716,1.63661230164006e-21,5.11727751415307e-19
"4",57074748,57075148,401,"*",7.0837192453884,7.76925247196616,5.73155388728714,1.91459902305735,2.15241157437872e-21,6.67443261836893e-19
"10",79157519,79157919,401,"*",8.31136204865449,8.99852877313233,6.95247025629942,1.95523243059386,2.18897226713737e-21,6.73216626518535e-19
"20",48295453,48295853,401,"*",7.54031395620261,8.18613640114999,6.34062458103376,1.79694221800898,2.52499914639426e-21,7.70247910340317e-19
"3",185807608,185808008,401,"*",7.57192354833494,5.75273393602029,8.35149417113248,-2.46537363756465,2.62054863553862e-21,7.92948430274553e-19
"11",119417649,119418049,401,"*",6.98569418359717,7.68253224184792,5.58616080404767,2.00569092412037,2.98699004690187e-21,8.9659882839844e-19
"17",47621770,47622170,401,"*",7.11521093529507,7.78200976039825,5.83751441432963,1.86143026607564,3.33321108055188e-21,9.92582642487199e-19
"7",151940043,151940443,401,"*",6.46217075599335,7.19654864104253,4.89007763321167,2.16083803067922,4.05964551492438e-21,1.19938550681479e-18
"16",69917804,69918204,401,"*",7.54934514960476,8.20413396460315,6.31696444440915,1.81959843655435,4.61853389170249e-21,1.35384382930132e-18
"22",30235787,30236187,401,"*",6.57349019478301,7.32841442287701,4.89521995348856,2.29212228755133,4.88534910057352e-21,1.42095491164821e-18
"12",121859221,121859621,401,"*",6.05089787905584,6.88288081528137,3.86561785410866,2.84334903173997,6.96309329846427e-21,2.00970941270521e-18
"15",74422903,74423303,401,"*",7.16628412806089,7.82795892481323,5.90814204667964,1.83060628612935,8.09466101800323e-21,2.31847157295038e-18
"3",179398858,179399258,401,"*",6.60225109349489,7.44906793519278,4.29090037004457,2.92705193323475,8.62949949941384e-21,2.45293523270838e-18
"22",38178028,38178428,401,"*",6.6986692898057,7.44242713935186,5.0792573955444,2.23448193582399,1.2172009545673e-20,3.43387947491125e-18
"3",27165337,27165737,401,"*",6.04117038598597,6.8460713498896,4.05823220367928,2.58739982121469,1.30433092953822e-20,3.65222394083608e-18
"17",66467006,66467406,401,"*",8.43642519091154,9.00609658976355,7.4813494790046,1.48398508497825,1.3762716235266e-20,3.82511759898826e-18
"11",126645227,126645627,401,"*",7.35169733500733,7.98389020067861,6.19995374974078,1.70697661214936,1.65588163320108e-20,4.56840696759837e-18
"9",76654637,76655037,401,"*",6.9443663101941,7.72036654241844,5.14661804078212,2.38867853258339,1.6898577927549e-20,4.628113448318e-18
"22",27202711,27203111,401,"*",6.27938629878799,7.03743128996416,4.58414350164684,2.30101861746264,2.06078048635115e-20,5.6030829440856e-18
"14",63174812,63175212,401,"*",7.59811558934341,8.18966534742964,6.57817140936271,1.57815573584788,2.16467154319455e-20,5.84321158073401e-18
"8",103207900,103208300,401,"*",7.39131911984478,8.00479634688634,6.30222894112551,1.63081487208828,2.18444788112402e-20,5.85447635340388e-18
"7",92698392,92698792,401,"*",7.39236351283667,8.01270214482106,6.28071217382345,1.66747369478155,2.726910299294e-20,7.25648236452554e-18
"17",59786513,59786913,401,"*",7.15173846810284,7.84543164777502,5.76557680330642,1.95376575243013,2.86380620509768e-20,7.56710370573734e-18
"X",10447866,10448266,401,"*",6.61820113960003,7.35889576939021,5.01444749524064,2.20491819986689,3.60844630251472e-20,9.46800795221363e-18
"1",171909750,171910150,401,"*",7.26597852163902,7.95285949561768,5.90826621159835,1.94735862266428,3.97949603406486e-20,1.03690743537603e-17
"1",26239972,26240372,401,"*",7.81913593863063,8.43309763479023,6.728467784009,1.6362911869968,4.25157362883873e-20,1.10016064915626e-17
"4",41144825,41145225,401,"*",6.51976005564117,7.23181589211246,5.05327637920322,2.08101081618029,4.59924882291695e-20,1.18197544578539e-17
"13",29457305,29457705,401,"*",5.8613374290927,6.71935725895842,3.44592447344108,2.95929144329774,4.79532164610017e-20,1.2239813842403e-17
"12",31922673,31923073,401,"*",7.76388488799757,5.77496703818788,8.56964967355485,-2.57905556342925,5.65135276999019e-20,1.43273248164055e-17
"20",9015805,9016205,401,"*",6.74696598659323,7.47102235502815,5.22487177382585,2.12692821440613,5.82287665905501e-20,1.46630976593559e-17
"13",44714095,44714495,401,"*",7.49609047052234,8.1305695842921,6.33644602182077,1.72397341705574,6.07804458680638e-20,1.52036207294375e-17
"6",158894234,158894634,401,"*",6.66766642727357,7.40212859438311,5.09515631265894,2.17086251655002,6.51108577232483e-20,1.6178970149894e-17
"1",119594353,119594753,401,"*",8.37316136810406,9.00807122643264,7.21202207971445,1.71058632398153,6.76529689839783e-20,1.67000463766306e-17
"1",205226381,205226781,401,"*",7.22249457018802,7.84629008869419,6.0993001240462,1.70707402079088,7.50629768219596e-20,1.84080911982794e-17
"4",7852772,7853172,401,"*",7.34452635103277,7.96413521762738,6.23529654189983,1.67496339822307,8.20999195163453e-20,2.0003058962161e-17
"4",168634393,168634793,401,"*",7.42761013416383,8.06596569623157,6.25444070268261,1.7579408742701,9.46316857261032e-20,2.29075837427685e-17
"15",63023339,63023739,401,"*",7.09011528847743,7.76027963738904,5.79939099541478,1.89233979066422,1.06980802359237e-19,2.5623843556486e-17
"9",98223228,98223628,401,"*",7.24279867105984,7.93649302923022,5.85663202397865,2.00518233569438,1.07218449358181e-19,2.5623843556486e-17
"X",112833971,112834371,401,"*",5.77963630868557,6.6140973192957,3.57413474849823,2.77524575772134,1.14555719349524e-19,2.72040832007182e-17
"18",2988040,2988440,401,"*",6.3137176528729,7.08770597384031,4.52788965417054,2.42713140028698,1.4622583676171e-19,3.45065384977114e-17
"5",103428350,103428750,401,"*",6.4893693162159,7.2144058923534,4.96261575201548,2.14234316065561,1.6104724578064e-19,3.77665856808462e-17
"6",41917503,41917903,401,"*",6.413333180248,7.16589327858383,4.74776478430933,2.23335970741744,1.74844160087497e-19,4.07473772089626e-17
"12",56591976,56592376,401,"*",7.62266854417489,8.24399692248664,6.50772452675363,1.67847370662439,1.78024726922229e-19,4.12325048077095e-17
"19",23758749,23759149,401,"*",7.21235556025149,4.89882259022543,8.0594166524536,-2.9802810377241,1.80853273601512e-19,4.16306483362107e-17
"9",94922245,94922645,401,"*",8.08766501997081,8.66538579793783,7.1091746073281,1.50788062834008,2.08295998058524e-19,4.76553301411822e-17
"3",73656202,73656602,401,"*",6.6316487289183,7.37782840502133,4.9997118726288,2.2294488638046,2.27814761042429e-19,5.18050766610484e-17
"15",99188090,99188490,401,"*",5.39478368192777,6.3191897493905,2.10279963152276,3.77446057451388,2.3356045057665e-19,5.24891463996732e-17
"7",115097232,115097632,401,"*",6.9027815221302,7.55802429058517,5.66872036073316,1.82507724143459,2.33620837630805e-19,5.24891463996732e-17
"17",62592244,62592644,401,"*",6.77390478128533,7.508050047034,5.20296180871709,2.18447665881767,2.88101113781998e-19,6.43442969655617e-17
"3",159854698,159855098,401,"*",7.9652391576071,8.61904648586489,6.73648326574138,1.80691042650127,2.99407802075467e-19,6.64738469921515e-17
"X",23819733,23820133,401,"*",6.95461315788963,7.62661599641031,5.65670919573277,1.85826386067526,3.4451158334838e-19,7.58111485575459e-17
"9",79023067,79023467,401,"*",5.84169874348477,6.6704757381939,3.68211594428685,2.75020481686714,3.45505354423932e-19,7.58111485575459e-17
"5",120354191,120354591,401,"*",6.66673277720912,7.43321466481617,4.92438827230424,2.35558832249388,3.7153819503829e-19,8.10493291629748e-17
"17",8791797,8792197,401,"*",7.3928034956377,5.12075001544513,8.23515082930888,-2.78467986863838,3.90057207104976e-19,8.45973206230394e-17
"8",81050627,81051027,401,"*",6.54547709554431,7.29013365306085,4.92143248233023,2.18703359071183,4.03413425931371e-19,8.69912365193734e-17
"7",7099523,7099923,401,"*",6.81809915523406,7.49996299513,5.48090286229276,1.91901922153842,4.20808802073481e-19,9.02238117862805e-17
"7",134686633,134687033,401,"*",6.35033673440731,7.08892988767014,4.75720878207651,2.16177861276266,4.6015906953619e-19,9.81001616367465e-17
"4",26221683,26222083,401,"*",6.32844554756864,7.08046883707363,4.66574289079046,2.27833180030113,4.67868921198597e-19,9.91802813123874e-17
"19",52048654,52049054,401,"*",7.58180488350275,6.11147900222712,8.29470808209532,-2.12560198966112,5.22564552022065e-19,1.10152497507977e-16
"10",16966042,16966442,401,"*",8.314578580646,8.80658351870774,7.56214640517437,1.21608393564283,5.33170288889298e-19,1.11760236924108e-16
"5",57841660,57842060,401,"*",7.60800633994196,8.28866059903697,6.27570235653121,1.91409427421449,5.92961518815512e-19,1.23602828597093e-16
"2",43086466,43086866,401,"*",8.21557245483169,8.85579734574998,7.03582219445544,1.74386940028379,6.94191887453485e-19,1.43904827674819e-16
"16",48583352,48583752,401,"*",6.27462535977387,7.08523806460518,4.25161254352862,2.59090962148197,7.13067080770861e-19,1.47005439217601e-16
"19",36573093,36573493,401,"*",7.45170807854333,4.53669328691666,8.35275095783856,-3.44057225755333,7.85640538959581e-19,1.61082069192909e-16
"3",142595539,142595939,401,"*",5.72254341869472,6.56264772889017,3.46977047329533,2.85099390434053,7.9747928765891e-19,1.62620762783967e-16
"10",94358449,94358849,401,"*",6.95451478374887,7.64216983459603,5.59360456724649,1.93852030059163,8.29257407831237e-19,1.68186849725599e-16
"10",73999460,73999860,401,"*",7.04983435821997,7.74063762971057,5.6758266366243,1.99039205802532,9.54011397471462e-19,1.92448718518961e-16
"6",70312216,70312616,401,"*",5.87475662308086,6.64787434682968,4.09405129547408,2.37996744488413,9.81695316273052e-19,1.96974277871022e-16
"9",127524388,127524788,401,"*",8.88108080787792,9.47549803848303,7.85233906381083,1.56369927909886,1.00196677679973e-18,1.98927582817078e-16
"9",81559725,81560125,401,"*",7.59469233767766,8.20487790720047,6.51626412702266,1.6360595922023,1.00203387842616e-18,1.98927582817078e-16
"10",38402710,38403110,401,"*",7.19824376335961,4.93609881620154,8.03944255631467,-2.88576179462521,1.37060800768911e-18,2.70666226613174e-16
"2",190545760,190546160,401,"*",6.1964480370851,6.98229151712731,4.33866524244449,2.43393808239839,1.42087395811427e-18,2.7912362189741e-16
"1",112522610,112523010,401,"*",6.96958581766063,7.61249519358351,5.78031715431894,1.77772043142008,1.67244436694209e-18,3.26832214021011e-16
"17",36775025,36775425,401,"*",7.56422362402947,8.17605034465466,6.4804924706442,1.6265542506674,2.00150218802333e-18,3.87998826458233e-16
"6",83443503,83443903,401,"*",9.19972570294688,9.70103092214308,8.42501644669259,1.24924192369827,2.00612383286419e-18,3.87998826458233e-16
"5",167814825,167815225,401,"*",8.2126280304584,8.7279206787513,7.40347284840741,1.29954940730087,2.53590508598326e-18,4.87947152467579e-16
"8",37174449,37174849,401,"*",7.11101730906294,7.81381807774726,5.68570370335017,2.03088466318925,2.65429651538626e-18,5.08121732417387e-16
"14",22977685,22978085,401,"*",7.48414397555622,8.12770161515364,6.29256464418944,1.75461277436137,2.93375200247445e-18,5.58768065405298e-16
"9",94673109,94673509,401,"*",6.1750084461239,6.96423344306535,4.2959131049073,2.45503236542931,2.96608205158232e-18,5.60890484508456e-16
